Month,State,Total_Claims_Received,Individual_Claims,Community_Claims,Claims_Recommended_SDLC,Claims_Recommended_DLC,Approved_Claims,Pending_Claims,Rejected_Claims,Titles_Distributed,Pending_Rate,Approval_Rate,Rejection_Rate,Disposal_Rate,Workflow_Bottleneck_Rate,SDLC_Dropoff_Rate,DLC_Dropoff_Rate,Rejection_Anomaly_Score,Pending_Backlog_Growth,Individual_vs_Community_Imbalance,Data_Inconsistency_Flag,Risk_Score,Risk_Level,anomaly_score,ML_Risk_Score,ML_Risk_Level,Anomaly_Type,AI_Explanation
2025-05,Gujarat,190242,183055,7187,186192,119410,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4345,0.0213,0.444,-1.265,165,0.9244,0,10.13,Normal,0.1013,10.13,Normal,Normal Workflow,Normal administrative progression (Risk Score: 10.1). Features align with standard state baselines.
2025-05,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.273,0,0.7546,0,12.35,Normal,0.1235,12.35,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.3). Features align with standard state baselines.
2025-05,J&K,46090,33233,12857,0,0,0,6166,39924,6020,0.1338,0.0,0.8662,0.8662,0.0,1.0,0.0,1.358,0,0.4421,0,20.26,Normal,0.2026,20.26,Normal,Normal Workflow,Normal administrative progression (Risk Score: 20.3). Features align with standard state baselines.
2025-05,Jharkhand,110756,107032,3724,63596,59930,59866,22783,28107,61970,0.2057,0.5405,0.2538,0.7943,0.0337,0.4258,0.0587,-0.5232,-57335,0.9328,0,19.36,Normal,0.1936,19.36,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.4). Features align with standard state baselines.
2025-05,Karnataka,294489,288549,5940,113013,17577,16326,24894,253269,16326,0.0845,0.0554,0.86,0.9155,0.3283,0.6162,0.8555,1.3389,0,0.9597,0,35.83,Normal,0.3583,35.83,Normal,Normal Workflow,Normal administrative progression (Risk Score: 35.8). Features align with standard state baselines.
2025-05,Kerala,45469,44455,1014,42187,30492,29661,2973,12835,29704,0.0654,0.6523,0.2823,0.9346,0.2755,0.0722,0.2969,-0.4356,349,0.9554,0,6.28,Normal,0.0628,6.28,Normal,Normal Workflow,Normal administrative progression (Risk Score: 6.3). Features align with standard state baselines.
2025-05,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2755,0,0.8655,0,33.34,Normal,0.3334,33.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.3). Features align with standard state baselines.
2025-05,Maharashtra,409156,397897,11259,374165,174066,174066,62459,172631,208335,0.1527,0.4254,0.4219,0.8473,0.4891,0.0855,0.5348,-0.0068,0,0.945,0,22.38,Normal,0.2238,22.38,Normal,Normal Workflow,Normal administrative progression (Risk Score: 22.4). Features align with standard state baselines.
2025-05,Odisha,736172,701148,35024,12503,11986,11976,579560,144636,470899,0.7873,0.0163,0.1965,0.2127,0.0007,0.983,0.0421,-0.6992,479163,0.9048,0,82.53,High Risk,0.8253,82.53,High Risk,Backlog Accumulation,"High Risk (Score: 82.5): Expanding unresolved backlog (Pending Rate: 78.7%, MoM Growth: +479,163 claims)."
2025-05,Rajasthan,118375,113162,5213,34667,4609,4609,47845,65921,51766,0.4042,0.0389,0.5569,0.5958,0.2539,0.7071,0.867,0.4079,47157,0.9119,0,23.55,Normal,0.2355,23.55,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.6). Features align with standard state baselines.
2025-05,Tamil Nadu,34667,33119,1548,34667,34667,16508,5448,12711,16508,0.1572,0.4762,0.3667,0.8428,0.5238,0.0,0.5238,-0.1764,60,0.9107,0,2.19,Normal,0.0219,2.19,Normal,Normal Workflow,Normal administrative progression (Risk Score: 2.2). Features align with standard state baselines.
2025-05,Telangana,655249,651822,3427,721,721,721,560102,94426,231456,0.8548,0.0011,0.1441,0.1452,0.0,0.9989,0.0,-0.8601,230735,0.9895,0,58.19,Attention,0.5819,58.19,Attention,Backlog Accumulation,"Attention (Score: 58.2): Expanding unresolved backlog (Pending Rate: 85.5%, MoM Growth: +230,735 claims)."
2025-05,Tripura,200721,200557,164,153257,136437,131793,80,68848,128032,0.0004,0.6566,0.343,0.9996,0.1069,0.2365,0.1401,-0.2492,0,0.9984,0,14.45,Normal,0.1445,14.45,Normal,Normal Workflow,Normal administrative progression (Risk Score: 14.4). Features align with standard state baselines.
2025-05,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.0047,0,0.9746,0,0.12,Normal,0.0012,0.12,Normal,Normal Workflow,Normal administrative progression (Risk Score: 0.1). Features align with standard state baselines.
2025-05,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.6839,0,0.0743,0,19.2,Normal,0.192,19.2,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.2). Features align with standard state baselines.
2025-05,West Bengal,142081,131962,10119,52610,51897,45130,364,96587,45130,0.0026,0.3176,0.6798,0.9974,0.0526,0.6297,0.1422,0.7854,0,0.8576,0,14.23,Normal,0.1423,14.23,Normal,Normal Workflow,Normal administrative progression (Risk Score: 14.2). Features align with standard state baselines.
2025-06,Andhra Pradesh,288392,285098,3294,288392,288392,228473,1509,58410,228473,0.0052,0.7922,0.2025,0.9948,0.2078,0.0,0.2078,-0.7066,0,0.9772,0,13.34,Normal,0.1334,13.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.3). Features align with standard state baselines.
2025-06,Assam,155011,148965,6046,155011,0,0,155011,0,58802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.339,0,0.922,0,30.45,Normal,0.3045,30.45,Normal,Normal Workflow,Normal administrative progression (Risk Score: 30.4). Features align with standard state baselines.
2025-06,Bihar,4696,4696,0,4696,200,191,0,4687,4496,0.0,0.0407,0.9981,1.0,0.9593,0.0,0.9593,1.778,0,1.0,1,33.61,Normal,0.3361,33.61,Normal,Normal Workflow,Normal administrative progression (Risk Score: 33.6). Features align with standard state baselines.
2025-06,Chhattisgarh,947479,890220,57259,4802,4802,4802,535890,406787,534068,0.5656,0.0051,0.4293,0.4344,0.0,0.9949,0.0,0.0017,529719,0.8791,0,95.33,High Risk,0.9533,95.33,High Risk,Rejection Spike,High Risk (Score: 95.3): High claim rejection rate (42.9%) deviating from national monthly baseline.
2025-06,Goa,10136,9757,379,10136,10136,648,7969,1519,648,0.7862,0.0639,0.1499,0.2138,0.9361,0.0,0.9361,-0.8709,441,0.9252,0,22.08,Normal,0.2208,22.08,Normal,Normal Workflow,Normal administrative progression (Risk Score: 22.1). Features align with standard state baselines.
2025-06,Gujarat,190242,183055,7187,186192,3467,3467,184444,2331,103524,0.9695,0.0182,0.0123,0.0305,0.9605,0.0213,0.9814,-1.3006,100057,0.9244,0,45.99,Attention,0.4599,45.99,Attention,Administrative Bottleneck,Attention (Score: 46.0): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 96.0%).
2025-06,Himachal Pradesh,5566,4883,683,5566,5566,808,4704,54,808,0.8451,0.1452,0.0097,0.1549,0.8548,0.0,0.8548,-1.3088,0,0.7546,0,12.32,Normal,0.1232,12.32,Normal,Normal Workflow,Normal administrative progression (Risk Score: 12.3). Features align with standard state baselines.
2025-06,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,1.3661,-6020,0.4421,0,19.84,Normal,0.1984,19.84,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.8). Features align with standard state baselines.
2025-06,Jharkhand,110756,107032,3724,392,208,146,82503,28107,61970,0.7449,0.0013,0.2538,0.2551,0.0022,0.9965,0.6276,-0.5464,59720,0.9328,0,25.34,Normal,0.2534,25.34,Normal,Normal Workflow,Normal administrative progression (Risk Score: 25.3). Features align with standard state baselines.
2025-06,Karnataka,294489,288549,5940,110442,2571,2571,38649,253269,16326,0.1312,0.0087,0.86,0.8688,0.3663,0.625,0.9767,1.3468,13755,0.9597,0,44.24,Attention,0.4424,44.24,Attention,Administrative Bottleneck,Attention (Score: 44.2): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 36.6%).
2025-06,Kerala,45469,44455,1014,730,555,438,32196,12835,29704,0.7081,0.0096,0.2823,0.2919,0.0064,0.9839,0.4,-0.4574,29223,0.9554,0,21.35,Normal,0.2135,21.35,Normal,Normal Workflow,Normal administrative progression (Risk Score: 21.4). Features align with standard state baselines.
2025-06,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2656,0,0.8655,0,32.87,Normal,0.3287,32.87,Normal,Normal Workflow,Normal administrative progression (Risk Score: 32.9). Features align with standard state baselines.
2025-06,Maharashtra,409156,397897,11259,42187,42187,29996,206529,172631,208335,0.5048,0.0733,0.4219,0.4952,0.0298,0.8969,0.289,-0.0214,144070,0.945,0,58.19,Attention,0.5819,58.19,Attention,Rejection Spike,Attention (Score: 58.2): High claim rejection rate (42.2%) deviating from national monthly baseline.
2025-06,Odisha,766365,730908,35457,363117,12557,12557,607941,145867,471868,0.7933,0.0164,0.1903,0.2067,0.4574,0.5262,0.9654,-0.7447,28381,0.9075,0,85.75,High Risk,0.8575,85.75,High Risk,Administrative Bottleneck,High Risk (Score: 85.8): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 45.7%).
2025-06,Rajasthan,118375,113162,5213,118375,4609,3251,49203,65921,51766,0.4157,0.0275,0.5569,0.5843,0.9725,0.0,0.9725,0.4002,1358,0.9119,0,24.67,Normal,0.2467,24.67,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.7). Features align with standard state baselines.
2025-06,Tamil Nadu,34667,33119,1548,34667,34667,16508,5448,12711,16508,0.1572,0.4762,0.3667,0.8428,0.5238,0.0,0.5238,-0.1938,0,0.9107,0,2.19,Normal,0.0219,2.19,Normal,Normal Workflow,Normal administrative progression (Risk Score: 2.2). Features align with standard state baselines.
2025-06,Telangana,655249,651822,3427,16972,16568,16508,544315,94426,231456,0.8307,0.0252,0.1441,0.1693,0.0007,0.9741,0.0273,-0.889,-15787,0.9895,0,64.52,Attention,0.6452,64.52,Attention,Backlog Accumulation,"Attention (Score: 64.5): Expanding unresolved backlog (Pending Rate: 83.1%, MoM Growth: +-15,787 claims)."
2025-06,Tripura,200721,200557,164,144,144,144,131729,68848,128032,0.6563,0.0007,0.343,0.3437,0.0,0.9993,0.0,-0.2679,131649,0.9984,0,35.72,Normal,0.3572,35.72,Normal,Normal Workflow,Normal administrative progression (Risk Score: 35.7). Features align with standard state baselines.
2025-06,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,1.007,0,0.9746,0,0.12,Normal,0.0012,0.12,Normal,Normal Workflow,Normal administrative progression (Risk Score: 0.1). Features align with standard state baselines.
2025-06,Uttarakhand,6678,3587,3091,0,0,0,185,6493,185,0.0277,0.0,0.9723,0.9723,0.0,1.0,0.0,1.6975,0,0.0743,0,18.85,Normal,0.1885,18.85,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.9). Features align with standard state baselines.
2025-06,West Bengal,142081,131962,10119,1022,845,686,44808,96587,45130,0.3154,0.0048,0.6798,0.6846,0.0024,0.9928,0.3288,0.784,44444,0.8576,0,25.22,Normal,0.2522,25.22,Normal,Normal Workflow,Normal administrative progression (Risk Score: 25.2). Features align with standard state baselines.
2025-07,Andhra Pradesh,288392,285098,3294,288392,288392,228473,1509,58410,228473,0.0052,0.7922,0.2025,0.9948,0.2078,0.0,0.2078,-0.6924,0,0.9772,0,13.2,Normal,0.132,13.2,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.2). Features align with standard state baselines.
2025-07,Assam,155011,148965,6046,155011,0,0,155011,0,58802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.3154,0,0.922,0,29.95,Normal,0.2995,29.95,Normal,Normal Workflow,Normal administrative progression (Risk Score: 29.9). Features align with standard state baselines.
2025-07,Bihar,191,4696,4696,191,191,191,0,4687,4496,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7611,0,0.0,1,34.92,Normal,0.3492,34.92,Normal,Normal Workflow,Normal administrative progression (Risk Score: 34.9). Features align with standard state baselines.
2025-07,Chhattisgarh,947479,890220,57259,4696,200,200,540492,406787,534068,0.5705,0.0002,0.4293,0.4295,0.0047,0.995,0.9574,0.0053,4602,0.8791,0,91.24,High Risk,0.9124,91.24,High Risk,Administrative Bottleneck,High Risk (Score: 91.2): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 0.5%).
2025-07,Goa,10136,9757,379,4802,4802,3467,5718,951,871,0.5641,0.342,0.0938,0.4359,0.1317,0.5262,0.278,-1.0268,-2251,0.9252,0,19.01,Normal,0.1901,19.01,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.0). Features align with standard state baselines.
2025-07,Gujarat,190242,183055,7187,186192,119410,4792,183119,2331,103524,0.9626,0.0252,0.0123,0.0374,0.9535,0.0213,0.9743,-1.2776,-1325,0.9244,0,46.13,Attention,0.4613,46.13,Attention,Administrative Bottleneck,Attention (Score: 46.1): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 95.3%).
2025-07,Himachal Pradesh,5664,4981,683,5664,5664,901,4709,54,901,0.8314,0.1591,0.0095,0.1686,0.8409,0.0,0.8409,-1.2862,5,0.7588,0,13.88,Normal,0.1388,13.88,Normal,Normal Workflow,Normal administrative progression (Risk Score: 13.9). Features align with standard state baselines.
2025-07,J&K,46090,33233,12857,3090,3090,3090,3076,39924,6020,0.0667,0.067,0.8662,0.9333,0.0,0.933,0.0,1.3495,2930,0.4421,0,30.72,Normal,0.3072,30.72,Normal,Normal Workflow,Normal administrative progression (Risk Score: 30.7). Features align with standard state baselines.
2025-07,Jharkhand,110756,107032,3724,5664,2531,2531,80118,28107,61970,0.7234,0.0229,0.2538,0.2766,0.0283,0.9489,0.5531,-0.5346,-2385,0.9328,0,17.99,Normal,0.1799,17.99,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.0). Features align with standard state baselines.
2025-07,Karnataka,295176,289236,5940,295176,295176,16700,16097,262379,16700,0.0545,0.0566,0.8889,0.9455,0.9434,0.0,0.9434,1.4193,-22552,0.9598,0,35.42,Normal,0.3542,35.42,Normal,Normal Workflow,Normal administrative progression (Risk Score: 35.4). Features align with standard state baselines.
2025-07,Kerala,45469,44455,1014,45469,1470,1470,31164,12835,29704,0.6854,0.0323,0.2823,0.3146,0.9677,0.0,0.9677,-0.4469,-1032,0.9554,0,18.33,Normal,0.1833,18.33,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.3). Features align with standard state baselines.
2025-07,Madhya Pradesh,627513,585326,42187,627513,627513,294877,10229,322407,294877,0.0163,0.4699,0.5138,0.9837,0.5301,0.0,0.5301,0.2653,0,0.8655,0,32.8,Normal,0.328,32.8,Normal,Normal Workflow,Normal administrative progression (Risk Score: 32.8). Features align with standard state baselines.
2025-07,Maharashtra,409156,397897,11259,11048,9299,9299,227226,172631,208335,0.5554,0.0227,0.4219,0.4446,0.0043,0.973,0.1583,-0.0174,20697,0.945,0,46.74,Attention,0.4674,46.74,Attention,Rejection Spike,Attention (Score: 46.7): High claim rejection rate (42.2%) deviating from national monthly baseline.
2025-07,Odisha,768373,732530,35843,768373,768373,472119,149914,146340,472119,0.1951,0.6144,0.1905,0.8049,0.3856,0.0,0.3856,-0.7293,-458027,0.9067,0,78.41,High Risk,0.7841,78.41,High Risk,Administrative Bottleneck,High Risk (Score: 78.4): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 38.6%).
2025-07,Rajasthan,118375,113162,5213,118375,12630,12113,40341,65921,51766,0.3408,0.1023,0.5569,0.6592,0.8977,0.0,0.8977,0.3979,-8862,0.9119,0,19.12,Normal,0.1912,19.12,Normal,Normal Workflow,Normal administrative progression (Risk Score: 19.1). Features align with standard state baselines.
2025-07,Tamil Nadu,34667,33119,1548,1349,1349,1349,20607,12711,16508,0.5944,0.0389,0.3667,0.4056,0.0,0.9611,0.0,-0.1872,15159,0.9107,0,25.64,Normal,0.2564,25.64,Normal,Normal Workflow,Normal administrative progression (Risk Score: 25.6). Features align with standard state baselines.
2025-07,Telangana,655249,651822,3427,655249,655249,231456,329367,94426,231456,0.5027,0.3532,0.1441,0.4973,0.6468,0.0,0.6468,-0.8721,-214948,0.9895,0,64.21,Attention,0.6421,64.21,Attention,Administrative Bottleneck,Attention (Score: 64.2): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 64.7%).
2025-07,Tripura,200721,200557,164,200721,144,144,131729,68848,128032,0.6563,0.0007,0.343,0.3437,0.9993,0.0,0.9993,-0.2602,0,0.9984,0,38.77,Normal,0.3877,38.77,Normal,Normal Workflow,Normal administrative progression (Risk Score: 38.8). Features align with standard state baselines.
2025-07,Uttar Pradesh,94166,92972,1194,94166,94166,23430,0,70736,23430,0.0,0.2488,0.7512,1.0,0.7512,0.0,0.7512,0.9957,0,0.9746,0,0.36,Normal,0.0036,0.36,Normal,Normal Workflow,Normal administrative progression (Risk Score: 0.4). Features align with standard state baselines.
2025-07,Uttarakhand,6678,3587,3091,1048,1048,1048,0,6493,185,0.0,0.1569,0.9723,1.0,0.0,0.8431,0.0,1.6759,-185,0.0743,1,44.18,Attention,0.4418,44.18,Attention,Data Discrepancy,Attention (Score: 44.2): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-07,West Bengal,142081,131962,10119,23430,0,0,45494,96587,45130,0.3202,0.0,0.6798,0.6798,0.1649,0.8351,1.0,0.776,686,0.8576,0,31.62,Normal,0.3162,31.62,Normal,Normal Workflow,Normal administrative progression (Risk Score: 31.6). Features align with standard state baselines.
2025-08,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.8027,16,0.9772,0,14.65,Normal,0.1465,14.65,Normal,Normal Workflow,Normal administrative progression (Risk Score: 14.7). Features align with standard state baselines.
2025-08,Assam,155011,148965,6046,155011,0,0,155011,0,58802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.2698,0,0.922,0,30.99,Normal,0.3099,30.99,Normal,Normal Workflow,Normal administrative progression (Risk Score: 31.0). Features align with standard state baselines.
2025-08,Bihar,191,4696,4696,0,0,0,0,9981,4687,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0366,0,0.0,1,44.19,Attention,0.4419,44.19,Attention,Data Discrepancy,Attention (Score: 44.2): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Chhattisgarh,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2698,-540492,0.0,0,68.31,High Risk,0.6831,68.31,High Risk,Volume Anomaly,High Risk (Score: 68.3): Outlier pattern detected in overall claim volume or disposition rates.
2025-08,Goa,947479,890220,57259,10136,10136,4883,535809,406787,534068,0.5655,0.0052,0.4293,0.4345,0.0055,0.9893,0.5183,-0.2797,530091,0.8791,0,95.73,High Risk,0.9573,95.73,High Risk,Administrative Bottleneck,High Risk (Score: 95.7): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 0.5%).
2025-08,Gujarat,10136,9757,379,5664,5664,3076,6109,951,871,0.6027,0.3035,0.0938,0.3973,0.2553,0.4412,0.4569,-1.0534,-177010,0.9252,0,22.97,Normal,0.2297,22.97,Normal,Normal Workflow,Normal administrative progression (Risk Score: 23.0). Features align with standard state baselines.
2025-08,Himachal Pradesh,190242,183055,7187,190242,190242,103524,84387,2331,103524,0.4436,0.5442,0.0123,0.5564,0.4558,0.0,0.4558,-1.2414,79678,0.9244,0,22.28,Normal,0.2228,22.28,Normal,Normal Workflow,Normal administrative progression (Risk Score: 22.3). Features align with standard state baselines.
2025-08,J&K,46090,33233,12857,46090,46090,6020,146,39924,6020,0.0032,0.1306,0.8662,0.9968,0.8694,0.0,0.8694,0.728,-2930,0.4421,0,20.58,Normal,0.2058,20.58,Normal,Normal Workflow,Normal administrative progression (Risk Score: 20.6). Features align with standard state baselines.
2025-08,Jharkhand,5664,4981,683,5664,5664,5664,0,54,901,0.0,1.0,0.0095,1.0,0.0,0.0,0.0,-1.2479,-80118,0.7588,1,42.65,Attention,0.4265,42.65,Attention,Data Discrepancy,Attention (Score: 42.6): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Karnataka,110756,107032,3724,110756,110756,61970,20679,28107,61970,0.1867,0.5595,0.2538,0.8133,0.4405,0.0,0.4405,-0.6844,4582,0.9328,0,7.65,Normal,0.0765,7.65,Normal,Normal Workflow,Normal administrative progression (Risk Score: 7.7). Features align with standard state baselines.
2025-08,Kerala,5940,289236,44455,5940,5940,5940,0,16700,1345,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0366,-31164,1.0,1,32.17,Normal,0.3217,32.17,Normal,Normal Workflow,Normal administrative progression (Risk Score: 32.2). Features align with standard state baselines.
2025-08,Madhya Pradesh,45469,585326,1014,45469,45469,29704,2930,12835,29704,0.0644,0.6533,0.2823,0.9356,0.3467,0.0,0.3467,-0.6187,-7299,1.0,1,42.75,Attention,0.4275,42.75,Attention,Data Discrepancy,Attention (Score: 42.8): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Maharashtra,11259,397897,42187,11259,11259,11259,0,27976,266901,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0366,-227226,1.0,1,52.04,Attention,0.5204,52.04,Attention,Data Discrepancy,Attention (Score: 52.0): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Odisha,8668,36059,199667,8668,8668,8668,0,9311,380966,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0366,-149914,1.0,1,55.62,Attention,0.5562,55.62,Attention,Data Discrepancy,Attention (Score: 55.6): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Rajasthan,5213,113162,732647,5213,5213,5213,0,9194,463284,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0366,-40341,1.0,1,73.14,High Risk,0.7314,73.14,High Risk,Data Discrepancy,High Risk (Score: 73.1): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Tamil Nadu,34667,33119,1548,1349,1274,1097,0,65921,51766,0.0,0.0316,1.0,1.0,0.0073,0.9611,0.1868,1.0366,-20607,0.9107,1,44.24,Attention,0.4424,44.24,Attention,Data Discrepancy,Attention (Score: 44.2): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Telangana,655249,651822,3427,655249,721,721,653807,721,1066,0.9978,0.0011,0.0011,0.0022,0.9989,0.0,0.9989,-1.2672,324440,0.9895,0,83.78,High Risk,0.8378,83.78,High Risk,Administrative Bottleneck,High Risk (Score: 83.8): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 99.9%).
2025-08,Tripura,200721,200557,164,200721,200721,128032,0,231456,128032,0.0,0.6379,1.0,1.0,0.3621,0.0,0.3621,1.0366,-131729,0.9984,1,56.83,Attention,0.5683,56.83,Attention,Data Discrepancy,Attention (Score: 56.8): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-08,Uttar Pradesh,94166,92972,1194,94166,94166,23430,1888,68848,23430,0.02,0.2488,0.7311,0.98,0.7512,0.0,0.7512,0.4164,1888,0.9746,0,9.78,Normal,0.0978,9.78,Normal,Normal Workflow,Normal administrative progression (Risk Score: 9.8). Features align with standard state baselines.
2025-08,Uttarakhand,6678,3587,3091,6678,1048,861,0,70736,185,0.0,0.1289,1.0,1.0,0.8711,0.0,0.8711,1.0366,0,0.0743,1,39.2,Normal,0.392,39.2,Normal,Normal Workflow,Normal administrative progression (Risk Score: 39.2). Features align with standard state baselines.
2025-08,West Bengal,142081,131962,10119,0,0,0,45494,96587,45130,0.3202,0.0,0.6798,0.6798,0.0,1.0,0.0,0.2981,0,0.8576,0,24.36,Normal,0.2436,24.36,Normal,Normal Workflow,Normal administrative progression (Risk Score: 24.4). Features align with standard state baselines.
2025-09,Andhra Pradesh,288409,285115,3294,288409,288409,228489,1525,58395,228489,0.0053,0.7922,0.2025,0.9947,0.2078,0.0,0.2078,-0.4448,0,0.9772,0,11.71,Normal,0.1171,11.71,Normal,Normal Workflow,Normal administrative progression (Risk Score: 11.7). Features align with standard state baselines.
2025-09,Assam,155011,148965,6046,155011,155011,1822,153189,0,58802,0.9882,0.0118,0.0,0.0118,0.9882,0.0,0.9882,-1.0107,-1822,0.922,0,43.94,Attention,0.4394,43.94,Attention,Administrative Bottleneck,Attention (Score: 43.9): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 98.8%).
2025-09,Bihar,4696,4696,4696,4696,0,0,4505,191,0,0.9593,0.0,0.0407,0.0407,1.0,0.0,1.0,-0.8969,4505,0.0,1,70.82,High Risk,0.7082,70.82,High Risk,Data Discrepancy,High Risk (Score: 70.8): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-09,Chhattisgarh,57259,890220,4696,57259,57259,191,56877,191,191,0.9933,0.0033,0.0033,0.0067,0.9967,0.0,0.9967,-1.0014,56877,1.0,1,82.17,High Risk,0.8217,82.17,High Risk,Data Discrepancy,High Risk (Score: 82.2): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-09,Goa,10346,9958,388,10346,10346,10346,0,534068,19,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7837,-535809,0.925,1,74.52,High Risk,0.7452,74.52,High Risk,Data Discrepancy,High Risk (Score: 74.5): Operational data contradiction flagged. Official counts show mathematical inconsistency across claims received vs approved/rejected totals.
2025-09,Gujarat,190242,183055,7187,179718,81,81,86637,103524,4792,0.4554,0.0004,0.5442,0.5446,0.9443,0.0553,0.9995,0.51,80528,0.9244,0,40.45,Attention,0.4045,40.45,Attention,Administrative Bottleneck,Attention (Score: 40.5): High administrative bottleneck in processing pipeline (Workflow Bottleneck Rate: 94.4%).
2025-09,Himachal Pradesh,5664,4981,683,5664,5664,901,4709,54,901,0.8314,0.1591,0.0095,0.1686,0.8409,0.0,0.8409,-0.9841,-79678,0.7588,0,18.85,Normal,0.1885,18.85,Normal,Normal Workflow,Normal administrative progression (Risk Score: 18.9). Features align with standard state baselines.
2025-09,J&K,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0107,-146,0.0,0,41.49,Attention,0.4149,41.49,Attention,Volume Anomaly,Attention (Score: 41.5): Outlier pattern detected in overall claim volume or disposition rates.
2025-09,Jharkhand,110756,107032,3724,3076,1558,901,81748,28107,61970,0.7381,0.0081,0.2538,0.2619,0.0196,0.9722,0.7071,-0.3014,81748,0.9328,0,26.9,Normal,0.269,26.9,Normal,Normal Workflow,Normal administrative progression (Risk Score: 26.9). Features align with standard state baselines.
2025-09,Karnataka,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0107,-20679,0.0,0,44.02,Attention,0.4402,44.02,Attention,Volume Anomaly,Attention (Score: 44.0): Outlier pattern detected in overall claim volume or disposition rates.
